域名,可达性,直接查询ip地址,无污染ip地址
newsvine.com,unreachable,50.204.7.60,50.204.7.60
discovermagazine.com,unreachable,173.226.48.202,
health.com,unreachable,198.186.175.11,198.186.175.11
campaign-archive.com,unreachable,75.126.150.210,23.2.10.12
unh.edu,unreachable,132.177.132.99,132.177.132.99
ucf.edu,unreachable,132.170.219.161,132.170.219.161
blogspot.nl,unreachable,199.16.158.190,172.217.160.105
blogspot.jp,unreachable,31.13.97.245,172.217.24.9
honeywell.com,unreachable,104.40.52.34,104.40.52.34
focus.de,unreachable,69.171.229.11,23.7.128.22
pscp.tv,unreachable,67.228.235.91,"13.209.211.63, 13.124.155.174"
fourseasons.com,unreachable,"99.79.145.120, 35.183.165.162",
wa.gov.au,unreachable,"34.213.106.51, 54.68.182.72","34.213.106.51, 54.68.182.72"
umblr.com,unreachable,"66.6.33.149, 66.6.33.21, 66.6.32.21",
t.umblr.com,unreachable,"66.6.33.159, 66.6.33.31, 66.6.32.31","66.6.33.31, 66.6.32.31, 66.6.33.159"
unt.edu,unreachable,129.120.231.230,129.120.231.230
xfinity.com,unreachable,"68.87.41.40, 96.114.21.40, 96.114.14.140","68.87.41.40, 96.114.21.40, 96.114.14.140"
sitepoint.com,unreachable,54.148.84.95,54.148.84.95
sc.edu,unreachable,65.122.170.137,65.122.170.137
liberation.fr,unreachable,69.171.234.48,91.220.85.182
nola.com,unreachable,"192.104.183.109, 192.104.183.209","192.104.183.209, 192.104.183.109"
wikileaks.org,unreachable,173.252.100.21,66.220.147.47
queensu.ca,unreachable,130.15.126.132,130.15.126.132
federalregister.gov,unreachable,184.72.241.172,184.72.241.172
virginia.gov,unreachable,166.67.73.76,
mapbar.com,unreachable,211.157.24.135,211.157.24.135
speakerdeck.com,unreachable,203.98.7.65,59.24.3.173
simplesite.com,unreachable,"52.49.76.101, 34.249.156.215, 52.210.33.99","34.249.156.215, 52.210.33.99, 52.49.76.101"
documentcloud.org,unreachable,"54.175.219.174, 52.1.130.105",
hku.hk,unreachable,147.8.2.58,147.8.2.58
allmusic.com,unreachable,130.211.21.62,130.211.21.62
northeastern.edu,unreachable,155.33.17.68,155.33.17.68
exblog.jp,unreachable,13.71.144.212,
rpi.edu,unreachable,128.113.0.2,128.113.0.2
nngroup.com,unreachable,"23.21.205.93, 23.23.72.95, 54.243.68.228","54.243.68.228, 23.23.72.95, 23.21.205.93"
daum.net,unreachable,74.86.151.162,"211.231.99.17, 211.231.99.80, 203.133.167.16, 203.133.167.81"
tradedoubler.com,unreachable,"63.32.76.229, 52.48.192.52, 63.33.123.109",
newrepublic.com,unreachable,199.59.150.11,88.191.249.183
s-media-cache-ak0.pinimg.com,unreachable,"104.18.14.176, 104.18.15.176","104.18.15.176, 104.18.14.176"
kansascity.com,unreachable,31.13.97.245,166.108.32.245
windows.com,unreachable,"40.113.200.201, 40.76.4.15, 13.77.161.179, 40.112.72.205, 104.215.148.63","13.77.161.179, 40.113.200.201, 40.76.4.15, 40.112.72.205, 104.215.148.63"
nhtsa.gov,unreachable,204.68.194.196,204.68.194.196
rfi.fr,unreachable,8.7.198.45,89.185.43.6
detroitnews.com,unreachable,31.13.82.17,"159.54.242.176, 209.97.50.225"
rand.org,unreachable,"192.5.14.46, 130.154.3.8","192.5.14.46, 130.154.3.8"
strava.com,unreachable,"54.209.29.14, 52.203.88.38, 52.2.106.171, 52.22.145.243, 52.4.139.150, 52.70.228.190, 35.168.117.96, 54.175.168.69","3.222.70.24, 54.175.168.69, 52.70.228.190, 3.214.78.74, 18.211.88.229, 54.209.29.14, 54.84.110.218, 54.87.24.115"
spreaker.com,unreachable,"54.77.0.204, 108.128.34.28, 52.209.4.253","54.77.0.204, 108.128.34.28, 52.209.4.253"
alz.org,unreachable,38.71.197.28,
bankofamerica.com,unreachable,"171.161.148.150, 171.159.228.150","171.159.228.150, 171.161.148.150"
messefrankfurt.com,unreachable,193.109.4.37,193.109.4.37
searchenginewatch.com,unreachable,31.13.66.23,31.13.70.1
zimbra.com,unreachable,"34.233.7.168, 107.23.84.26",
google.ch,unreachable,67.228.235.91,172.217.160.99
wattpad.com,unreachable,74.86.151.162,"104.16.111.12, 104.16.109.12, 104.16.108.12, 104.16.110.12, 104.16.107.12"
blogtalkradio.com,unreachable,"107.21.51.25, 54.164.223.64, 34.205.229.35","34.205.229.35, 107.21.51.25, 54.164.223.64"
content.time.com,unreachable,31.13.69.160,"13.225.146.67, 13.225.146.16, 13.225.146.41, 13.225.146.118"
whu.edu.cn,unreachable,202.114.64.84,
tass.ru,unreachable,82.202.190.72,82.202.190.72
winzip.com,unreachable,"34.200.170.187, 18.208.0.71",
case.edu,unreachable,"129.22.108.21, 129.22.12.21","129.22.12.21, 129.22.108.21"
cnrs.fr,unreachable,31.15.27.151,31.15.27.151
idc.com,unreachable,34.234.26.208,34.234.26.208
bp.com,unreachable,54.72.215.189,54.72.215.189
encyclopedia.com,unreachable,173.252.102.241,"104.18.46.178, 104.18.47.178"
travelandleisure.com,unreachable,198.186.175.11,198.186.175.11
dothome.co.kr,unreachable,112.175.184.110,112.175.184.110
arte.tv,unreachable,31.13.73.1,212.95.74.37
britishairways.com,unreachable,163.166.156.201,163.166.156.201
rtve.es,unreachable,217.15.42.90,217.15.42.90
www.bl.uk,unreachable,194.66.233.215,194.66.233.215
stltoday.com,unreachable,192.104.183.109,192.104.183.109
foxsports.com,unreachable,"52.39.96.1, 54.244.213.83, 52.42.130.26, 35.163.3.88","52.39.96.1, 54.244.213.83, 52.42.130.26, 35.163.3.88"
bugs.mysql.com,unreachable,137.254.60.21,137.254.60.21
channelnewsasia.com,unreachable,74.86.142.55,"34.213.106.51, 54.68.182.72"
virustotal.com,unreachable,"216.239.34.21, 216.239.38.21, 216.239.36.21, 216.239.32.21","216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21"
gao.gov,unreachable,52.14.15.33,52.14.15.33
ernet.in,unreachable,117.255.216.211,117.255.216.211
zoosnet.net,unreachable,218.244.137.114,
babycenter.com,unreachable,208.17.90.54,
cuhk.edu.hk,unreachable,27.126.235.25,
ets.org,unreachable,144.81.30.67,144.81.30.67
seagate.com,unreachable,134.204.236.54,
mayoclinic.com,unreachable,129.176.217.6,129.176.217.6
mikecrm.com,unreachable,"121.199.72.29, 114.55.134.96, 114.55.25.228, 120.27.155.202, 120.27.155.22, 121.43.34.236, 121.199.65.34, 121.199.4.21, 121.199.29.135","121.199.4.21, 121.199.29.135, 121.199.72.29, 114.55.134.96, 114.55.25.228, 120.27.155.202, 120.27.155.22, 121.43.34.236, 121.199.65.34"
blogspot.ru,unreachable,66.220.158.32,216.58.200.233
cafe24.com,unreachable,14.128.128.216,14.128.128.216
wellsfargo.com,unreachable,159.45.2.143,159.45.2.143
google.be,unreachable,64.13.192.74,172.217.27.131
theepochtimes.com,unreachable,88.191.249.183,208.101.60.87
nottingham.ac.uk,unreachable,185.18.139.133,185.18.139.133
mcdonalds.com,unreachable,52.6.111.61,
pressreader.com,unreachable,208.101.21.43,67.228.235.91
ubi.com,unreachable,"54.171.207.145, 52.48.36.247","54.171.207.145, 52.48.36.247"
theweek.com,unreachable,52.24.19.130,52.24.19.130
fortunecity.com,unreachable,65.254.238.142,65.254.238.142
blogspot.se,unreachable,172.217.24.9,172.217.24.9
thingiverse.com,unreachable,"52.6.66.251, 3.211.209.41, 107.23.151.51","107.23.151.51, 52.6.66.251, 3.211.209.41"
zerohedge.com,unreachable,69.171.248.65,35.227.58.252
reason.com,unreachable,69.171.224.85,54.189.240.178
vcu.edu,unreachable,128.172.22.56,
utah.gov,unreachable,204.113.13.48,204.113.13.48
wolframalpha.com,unreachable,140.177.204.192,140.177.204.192
wayne.edu,unreachable,141.217.1.160,141.217.1.160
aaa.com,unreachable,"209.82.215.216, 63.240.178.216","63.240.178.216, 209.82.215.216"
rug.nl,unreachable,129.125.2.51,129.125.2.51
samhsa.gov,unreachable,162.99.3.12,162.99.3.12
asp.net,unreachable,40.118.185.161,40.118.185.161
eol.cn,unreachable,202.205.109.2,
wn.com,unreachable,"195.149.84.101, 195.149.84.100","195.149.84.101, 195.149.84.100"
moonfruit.com,unreachable,"52.208.117.204, 3.248.123.6","52.208.117.204, 3.248.123.6"
andersnoren.se,unreachable,195.74.38.97,
wbur.org,unreachable,54.235.254.104,
kcl.ac.uk,unreachable,137.73.130.135,137.73.130.135
dayoo.com,unreachable,59.42.241.164,
dw.de,unreachable,"194.55.26.46, 194.55.30.46","194.55.30.46, 194.55.26.46"
yonhapnews.co.kr,unreachable,"211.106.66.1, 211.106.66.5","211.106.66.5, 211.106.66.1"
rover.ebay.com,unreachable,"66.135.214.209, 66.135.203.234, 64.4.252.11, 64.4.252.44",
fordham.edu,unreachable,"150.108.28.79, 150.108.37.89","150.108.28.79, 150.108.37.89"
wi.gov,unreachable,"165.189.150.147, 165.189.241.136","165.189.150.147, 165.189.241.136"
dreamstime.com,unreachable,50.23.192.82,50.23.192.82
customs.gov.cn,unreachable,202.127.48.0,
nme.com,unreachable,"52.210.84.235, 34.241.23.183","52.210.84.235, 34.241.23.183"
bhg.com,unreachable,198.186.175.108,198.186.175.108
liebertpub.com,unreachable,65.156.1.51,65.156.1.51
radio.com,unreachable,54.209.167.251,54.209.167.251
ua.edu,unreachable,"130.160.2.54, 130.160.0.54","130.160.2.54, 130.160.0.54"
codeproject.com,unreachable,76.74.234.210,76.74.234.210
couchsurfing.com,unreachable,18.204.162.228,18.204.162.228
aljazeera.net,unreachable,"3.130.117.166, 3.16.95.195, 3.16.61.161","3.16.95.195, 3.16.61.161, 3.130.117.166"
coremail.cn,unreachable,223.252.214.44,223.252.214.44
energystar.gov,unreachable,128.121.47.113,128.121.47.113
drugabuse.gov,unreachable,54.209.185.61,54.209.185.61
deviantart.net,unreachable,31.13.70.20,"54.148.202.127, 52.41.23.28"
nikkeibp.co.jp,unreachable,218.216.25.22,218.216.25.22
seesaa.net,unreachable,"59.106.98.142, 59.106.28.142",
lnk.to,unreachable,"52.198.59.43, 52.194.139.102","52.198.59.43, 52.194.139.102"
fpdf.org,unreachable,213.186.33.106,213.186.33.106
ifixit.com,unreachable,13.112.65.236,13.112.65.236
volvocars.com,unreachable,40.113.89.176,40.113.89.176
google.com.tw,unreachable,69.171.228.20,172.217.24.3
xerox.com,unreachable,"13.13.40.11, 13.8.148.11",
appsto.re,unreachable,253.157.14.165,"17.110.234.22, 17.110.234.20, 17.110.234.45"
skynet.be,unreachable,195.238.25.201,195.238.25.201
realsimple.com,unreachable,"13.225.146.24, 13.225.146.72, 13.225.146.62, 13.225.146.97","13.33.231.47, 13.33.231.72, 13.33.231.99, 13.33.231.45"
ohio.gov,unreachable,"18.211.31.2, 18.211.190.87",
careerbuilder.com,unreachable,208.82.7.22,208.82.7.22
sltrib.com,unreachable,"54.172.75.131, 52.1.186.121, 34.197.202.66","34.197.202.66, 54.172.75.131, 52.1.186.121"
mydrivers.com,unreachable,123.206.6.193,123.206.6.193
streamable.com,unreachable,74.86.118.24,"151.101.193.63, 151.101.65.63, 151.101.1.63, 151.101.129.63"
swissinfo.ch,unreachable,31.13.65.17,67.228.221.221
usaid.gov,unreachable,12.96.42.215,12.96.42.215
infoplease.com,unreachable,"52.5.37.192, 3.216.88.187","52.5.37.192, 3.216.88.187"
axios.com,unreachable,208.101.48.171,"13.35.99.7, 13.35.99.78, 13.35.99.49, 13.35.99.9"
instapaper.com,unreachable,54.244.252.132,54.244.252.132
gamestop.com,unreachable,"52.22.227.145, 52.72.224.110",
bankcomm.com,unreachable,124.74.240.136,
technet.com,unreachable,"40.112.72.205, 40.113.200.201, 13.77.161.179, 104.215.148.63, 40.76.4.15",
heritage.org,unreachable,31.13.83.16,"104.20.1.212, 104.20.2.212"
timeshighereducation.com,unreachable,"52.212.225.112, 52.212.13.212, 52.210.105.189","52.212.225.112, 52.212.13.212, 52.210.105.189"
blog.goo.ne.jp,unreachable,31.13.82.23,153.254.170.6
law.com,unreachable,204.14.32.81,204.14.32.81
chosun.com,unreachable,13.209.227.83,13.209.227.83
american.edu,unreachable,147.9.4.186,147.9.4.186
gd.gov.cn,unreachable,"210.76.74.187, 210.76.74.185","210.76.74.185, 210.76.74.187"
bplaced.net,unreachable,88.99.150.216,88.99.150.216
asm.org,unreachable,23.23.98.209,
vam.ac.uk,unreachable,52.50.131.88,52.50.131.88
brownpapertickets.com,unreachable,"64.246.161.69, 64.246.161.70","64.246.161.69, 64.246.161.70"
ampproject.org,unreachable,172.217.27.142,
infogram.com,unreachable,"18.140.181.240, 13.228.234.52, 52.77.150.16","13.228.234.52, 18.140.181.240, 52.77.150.16"
experian.com,unreachable,205.174.34.33,205.174.34.33
epicgames.com,unreachable,"34.197.100.120, 18.214.135.210, 18.205.148.141, 107.23.223.131, 3.211.79.125, 3.222.153.230, 3.227.104.71, 18.204.62.235","34.197.100.120, 3.222.153.230, 3.227.104.71, 3.211.79.125, 34.205.49.222, 34.206.80.227, 34.228.176.58, 52.86.153.173"
nerdwallet.com,unreachable,"18.214.141.181, 52.71.181.5, 3.215.195.98","18.214.141.181, 3.215.195.98, 52.71.181.5"
cqnews.net,unreachable,219.153.58.101,219.153.58.101
afr.com,unreachable,173.252.100.21,"13.33.231.32, 13.33.231.84, 13.33.231.45, 13.33.231.126"
collegehumor.com,unreachable,"52.86.82.9, 52.206.158.76","52.206.158.76, 52.86.82.9"
nato.int,unreachable,152.152.31.120,152.152.31.120
wikimapia.org,unreachable,31.13.84.16,88.99.95.180
eurogamer.net,unreachable,94.198.83.18,94.198.83.18
quantcast.com,unreachable,"35.170.146.218, 34.225.104.203, 54.85.107.199","34.225.104.203, 35.170.146.218, 54.85.107.199"
livemint.com,unreachable,31.13.82.1,52.74.17.139
archive.is,unreachable,31.13.77.33,69.171.237.16
pl.wikipedia.org,unreachable,31.13.76.16,103.102.166.224
courant.com,unreachable,74.86.142.55,"192.187.77.17, 54.218.214.241, 34.209.174.121"
goal.com,unreachable,185.42.238.89,185.42.238.89
duolingo.com,unreachable,54.165.40.136,54.165.40.136
poznan.pl,unreachable,150.254.186.145,150.254.186.145
i.pinimg.com,unreachable,"104.18.15.176, 104.18.14.176",151.101.76.84
oculus.com,unreachable,157.240.25.49,157.240.25.49
sandiegouniontribune.com,unreachable,"34.216.117.150, 54.203.39.209","54.203.39.209, 34.216.117.150"
plurk.com,unreachable,69.63.189.16,"104.17.70.3, 104.17.69.3"
google.at,unreachable,69.171.233.37,66.220.147.11
qualcomm.com,unreachable,199.106.109.195,199.106.109.195
office365.com,unreachable,"52.165.129.203, 13.90.213.204","52.165.129.203, 13.90.213.204"
rutube.ru,unreachable,66.220.147.11,185.165.123.77
famethemes.com,unreachable,206.189.189.24,
keybase.io,unreachable,"52.206.154.58, 34.237.147.136","52.206.154.58, 34.237.147.136"
viglink.com,unreachable,"34.202.34.112, 3.214.123.178","3.214.123.178, 34.202.34.112"
aap.org,unreachable,99.198.127.76,99.198.127.76
auburn.edu,unreachable,131.204.138.170,131.204.138.170
parents.com,unreachable,198.186.175.17,198.186.175.17
beijing.gov.cn,unreachable,119.188.35.95,119.188.35.95
nybooks.com,unreachable,205.186.152.122,35.185.24.164
audioboom.com,unreachable,31.13.81.17,95.131.249.180
paris.fr,unreachable,194.153.110.160,194.153.110.160
britishmuseum.org,unreachable,195.224.71.221,
fiu.edu,unreachable,"40.76.218.33, 104.40.3.53","104.40.3.53, 40.76.218.33"
firstpost.com,unreachable,66.220.155.14,180.179.160.207
pri.org,unreachable,69.63.181.12,23.185.0.3
zomato.com,unreachable,"13.250.84.13, 13.229.6.15",
cancerresearchuk.org,unreachable,"165.160.13.20, 165.160.15.20","165.160.13.20, 165.160.15.20"
ky.gov,unreachable,205.204.196.64,205.204.196.64
naver.jp,unreachable,119.235.235.13,119.235.235.13
cfr.org,unreachable,31.13.72.23,31.13.74.17
newsmax.com,unreachable,93.46.8.89,64.135.21.3
skysports.com,unreachable,90.216.129.62,
inquirer.net,unreachable,69.171.224.12,69.171.229.11
citrix.com,unreachable,162.221.156.156,162.221.156.156
smore.com,unreachable,"52.36.203.128, 52.26.47.30","52.36.203.128, 52.26.47.30"
worldwildlife.org,unreachable,198.61.130.96,198.61.130.96
rferl.org,unreachable,75.126.150.210,104.124.249.45
baylor.edu,unreachable,129.62.3.230,129.62.3.230
dzone.com,unreachable,"3.214.95.230, 52.5.148.133, 34.205.195.36","34.205.195.36, 52.5.148.133, 3.214.95.230"
eweek.com,unreachable,70.42.23.51,
google.se,unreachable,69.63.180.173,172.217.160.67
ddns.net,unreachable,8.23.224.108,8.23.224.108
mcmaster.ca,unreachable,130.113.64.30,130.113.64.30
yomiuri.co.jp,unreachable,69.171.232.21,"151.101.66.133, 151.101.2.133, 151.101.130.133, 151.101.194.133"
cnfol.com,unreachable,117.78.35.191,
cloudblue.com,unreachable,"54.241.200.210, 52.9.114.66","54.241.200.210, 52.9.114.66"
cracked.com,unreachable,54.88.149.232,52.203.48.106
nicovideo.jp,unreachable,67.228.102.32,133.152.43.29
kiwibox.com,unreachable,85.236.214.242,85.236.214.242
google.com.ua,unreachable,69.171.245.84,172.217.160.99
shell.com,unreachable,65.52.64.201,65.52.64.201
rockstargames.com,unreachable,104.255.105.98,104.255.105.98
chanel.com,unreachable,89.185.59.190,
bnf.fr,unreachable,194.199.8.109,
kqed.org,unreachable,"52.52.249.166, 184.169.240.39","184.169.240.39, 52.52.249.166"
steemit.com,unreachable,88.191.249.182,"104.24.119.129, 104.24.118.129"
blurb.com,unreachable,64.30.155.15,64.30.155.15
kremlin.ru,unreachable,"95.173.136.71, 95.173.136.70, 95.173.136.72","95.173.136.70, 95.173.136.72, 95.173.136.71"
iht.com,unreachable,"151.101.65.164, 151.101.193.164, 151.101.1.164, 151.101.129.164","151.101.129.164, 151.101.1.164, 151.101.193.164, 151.101.65.164"
easyjet.com,unreachable,206.150.181.10,206.150.181.10
ansa.it,unreachable,"77.43.0.2, 194.20.6.42, 194.20.6.43, 77.43.0.3",
simplemachines.org,unreachable,"66.71.247.135, 66.71.247.134","66.71.247.134, 66.71.247.135"
sketchup.com,unreachable,"35.174.131.138, 3.221.237.206",
webopedia.com,unreachable,70.42.23.51,70.42.23.51
metacritic.com,unreachable,"23.23.171.117, 184.73.243.78","184.73.243.78, 23.23.171.117"
dummies.com,unreachable,63.97.118.146,63.97.118.146
zappos.com,unreachable,"35.155.160.203, 35.163.241.93","35.155.160.203, 35.163.241.93"
gm.com,unreachable,"198.208.73.147, 198.208.74.205",
friendfeed.com,unreachable,157.240.25.20,
marca.com,unreachable,52.174.157.78,52.174.157.78
ub.edu,unreachable,161.116.100.2,
zenfolio.com,unreachable,169.61.122.230,169.61.122.230
rawstory.com,unreachable,31.13.82.23,"104.25.251.29, 104.25.250.29"
wvu.edu,unreachable,52.55.205.121,
pixnet.net,unreachable,174.36.228.136,103.23.108.107
sjsu.edu,unreachable,"130.65.255.101, 130.65.117.23",
webstarts.com,unreachable,3.13.53.187,
stern.de,unreachable,34.241.110.184,34.241.110.184
uwa.edu.au,unreachable,130.95.128.140,
nature.org,unreachable,52.35.49.46,52.35.49.46
morningstar.com,unreachable,216.228.225.51,216.228.225.51
test.com,unreachable,69.172.200.235,69.172.200.235
googlesyndication.com,unreachable,172.217.160.100,
utm.edu,unreachable,"208.87.72.93, 208.87.74.47","208.87.74.47, 208.87.72.93"
google.com.mx,unreachable,75.126.135.131,172.217.160.67
bodybuilding.com,unreachable,"52.43.113.139, 100.21.2.223, 54.201.227.234",
excite.com,unreachable,34.95.75.127,34.95.75.127
uwo.ca,unreachable,129.100.0.79,
pa.gov,unreachable,52.224.144.114,52.224.144.114
dal.ca,unreachable,129.173.31.187,129.173.31.187
umontreal.ca,unreachable,132.204.8.144,132.204.8.144
mainichi.jp,unreachable,69.63.186.30,69.63.187.12
bahn.de,unreachable,"35.158.56.207, 35.157.56.133, 18.185.205.203",
democracynow.org,unreachable,69.171.237.16,69.171.244.11
medicaldaily.com,unreachable,"54.87.236.218, 52.0.34.112","52.0.34.112, 54.87.236.218"
tigris.org,unreachable,208.75.196.137,
eeoc.gov,unreachable,64.94.64.52,64.94.64.52
iflscience.com,unreachable,"34.251.188.195, 52.211.219.250, 54.72.79.252","54.72.79.252, 52.211.219.250, 34.251.188.195"
foodandwine.com,unreachable,198.186.175.11,198.186.175.11
periscope.tv,unreachable,75.126.150.210,"13.125.17.167, 54.180.196.176"
auckland.ac.nz,unreachable,130.216.159.127,130.216.159.127
cato.org,unreachable,67.228.37.26,"192.230.74.124, 192.230.66.124"
trust.org,unreachable,54.165.160.6,54.165.160.6
verizonwireless.com,unreachable,"137.188.80.90, 162.115.16.90","137.188.80.90, 162.115.16.90"
magento.com,unreachable,"18.205.170.226, 54.86.146.193, 34.230.241.47, 3.225.7.44","3.225.7.44, 34.230.241.47, 18.205.170.226, 54.86.146.193"
schneider-electric.com,unreachable,34.227.236.7,
wdc.com,unreachable,"34.208.84.145, 54.148.210.29","34.208.84.145, 54.148.210.29"
dreamhosters.com,unreachable,66.33.206.96,66.33.206.96
govtrack.us,unreachable,31.13.65.17,72.249.66.95
tuwien.ac.at,unreachable,128.130.35.76,128.130.35.76
computerweekly.com,unreachable,69.171.246.9,206.19.49.153
rmit.edu.au,unreachable,131.170.0.105,
itunes.com,unreachable,"17.172.224.35, 17.178.96.29, 17.142.160.29","17.172.224.35, 17.178.96.29, 17.142.160.29"
icrc.org,unreachable,195.70.1.223,
maine.gov,unreachable,35.153.7.158,35.153.7.158
ttu.edu,unreachable,129.118.241.15,
splashthat.com,unreachable,"3.227.153.164, 34.232.144.105","34.232.144.105, 3.227.153.164"
gucci.com,unreachable,213.212.81.71,
feeds2.feedburner.com,unreachable,172.217.24.14,
iconosquare.com,unreachable,"52.73.39.210, 54.164.113.169","54.164.113.169, 52.73.39.210"
fairmont.com,unreachable,142.131.15.100,142.131.15.100
mgtv.com,unreachable,120.132.47.197,
newswire.ca,unreachable,199.230.28.50,199.230.28.50
yna.co.kr,unreachable,211.33.130.21,211.33.130.21
mathworks.com,unreachable,"144.212.130.17, 144.212.244.17","144.212.130.17, 144.212.244.17"
albany.edu,unreachable,18.216.105.254,18.216.105.254
tapatalk.com,unreachable,31.13.86.1,"104.17.105.107, 104.17.106.107"
shrm.org,unreachable,198.22.197.80,
doc.gov,unreachable,170.110.225.196,170.110.225.196
wdr.de,unreachable,149.219.205.51,149.219.205.51
uk.pinterest.com,unreachable,243.185.187.39,23.9.32.132
manchestereveningnews.co.uk,unreachable,"176.34.181.32, 46.137.105.91","176.34.181.32, 46.137.105.91"
scontent.cdninstagram.com,unreachable,157.240.25.63,157.240.25.63
teslamotors.com,unreachable,209.11.133.106,209.11.133.106
csun.edu,unreachable,130.166.238.195,130.166.238.195
ahrq.gov,unreachable,162.99.46.11,162.99.46.11
ubs.com,unreachable,193.5.110.18,193.5.110.18
web.com,unreachable,216.21.227.87,
mastercard.us,unreachable,216.119.209.72,216.119.209.72
gbcinternetenforcement.net,unreachable,23.21.101.200,
sas.com,unreachable,149.173.160.3,
ebay.com.au,unreachable,"66.135.196.249, 66.135.195.175",
uark.edu,unreachable,"130.184.16.52, 130.184.16.51, 130.184.14.7, 130.184.3.113, 130.184.16.54, 130.184.16.20",
alaska.edu,unreachable,137.229.114.150,137.229.114.150
abebooks.com,unreachable,59.24.3.173,"13.33.231.58, 13.33.231.41, 13.33.231.30, 13.33.231.48"
nec.com,unreachable,203.136.136.117,203.136.136.117
